coin_id,base,target,market_identifier,converted_volume_usd,trust_score
dogecoin,DOGE,USDT,bit_z,19779195.0,green
dogecoin,DOGE,UST,bitfinex,12947993.0,green
dogecoin,DOGE,USDT,binance_us,28196853.0,green
dogecoin,DOGE,USDC,crypto_com,2587138.0,green
dogecoin,DOGE,USDT,aax,3892852.0,green
dogecoin,DOGE,USDT,zbg,42204380.0,green
dogecoin,DOGE,USDT,coinex,21201809.0,green
dogecoin,DOGE,USDT,bitmart,49847755.0,green
dogecoin,DOGE,IDR,indodax,4324518.0,green
dogecoin,DOGE,USD,ftx_us,19277611.0,green
dogecoin,DOGE,BTC,ftx_us,5368416.0,green
dogecoin,DOGE,USDT,biki,63042249.0,green
dogecoin,DOGE,TRY,bitexen,60480953.0,green
dogecoin,DOGE,USDT,bittrex,5224853.0,green
dogecoin,DOGE,USD,bittrex,8282272.0,green
dogecoin,DOGE,TRY,binance,44943362.0,green
dogecoin,DOGE,USDT,hoo,24693707.0,green
dogecoin,DOGE,GBP,gdax,6908749.0,green
dogecoin,DOGE,BTC,ftx_spot,4563913.0,green
dogecoin,DOGE,USD,btse,83358.0,green
dogecoin,DOGE,USDT,hotbit,922208.0,green
dogecoin,DOGE,EUR,binance,18325209.0,green
dogecoin,DOGE,BTC,bittrex,4858011.0,green
dogecoin,DOGE,USDT,bitforex,49904918.0,green
dogecoin,DOGE,USDT,gdax,8675107.0,green
dogecoin,DOGE,BTC,okex,10312354.0,green
dogecoin,DOGE,QC,zb,15254957.0,green
dogecoin,DOGE,BTC,whitebit,3018133.0,green
dogecoin,DOGE,USDT,cointiger,25125613.0,green
dogecoin,DOGE,QC,zbg,4533819.0,green
dogecoin,DOGE,USD,currency,2881956.0,green
dogecoin,DOGE,USDT,latoken,22247995.0,green
dogecoin,DOGE,BTC,kucoin,3793865.0,green
dogecoin,DOGE,TRY,paribu,27749544.0,green
dogecoin,DOGE,USDT,xt,10534076.0,green
dogecoin,DOGE,KRW,gopax,1793868.0,green
dogecoin,DOGE,USDT,btcturk,5065460.0,green
dogecoin,DOGE,ETH,okex,10749771.0,green
dogecoin,DOGE,ETH,digifinex,1074807.0,green
dogecoin,DOGE,TWD,bitopro,1330921.0,green
dogecoin,DOGE,BTC,poloniex,3121691.0,green
dogecoin,DOGE,BTC,crypto_com,1875542.0,green
dogecoin,DOGE,USDT,poloniex,6053771.0,green
dogecoin,DOGE,ETH,bittrex,2091365.0,green
dogecoin,DOGE,USDT,nominex,3718391.0,green
dogecoin,DOGE,GBP,binance,7460069.0,green
dogecoin,DOGE,USDT,bitmax,5618073.0,green
dogecoin,DOGE,BTC,gdax,7022864.0,green
dogecoin,DOGE,USDT,goku,5284623.0,green
dogecoin,DOGE,BTC,gate,10527171.0,green
dogecoin,DOGE,AUD,binance,4086722.0,green
dogecoin,DOGE,USDT,dextrade,1027455.0,green
dogecoin,DOGE,XRP,bitrue,1102410.0,green
dogecoin,DOGE,USDT,coinbene,3711802.0,green
dogecoin,DOGE,USDT,lbank,9709289.0,green
dogecoin,DOGE,USDT,virgox,75641.0,green
dogecoin,DOGE,EUR,goku,4522003.0,green
dogecoin,DOGE,BTC,goku,5157800.0,green
dogecoin,DOGE,USDT,coineal,887551.0,green
dogecoin,DOGE,CRO,crypto_com,397182.0,green
dogecoin,DOGE,BRL,binance,3261641.0,green
dogecoin,DOGE,USDT,bybit_spot,1565351.0,green
dogecoin,DOGE,RUB,binance,1422415.0,green
dogecoin,DOGE,BTC,xt,1934232.0,green
dogecoin,DOGE,BTC,bitmax,1817369.0,green
dogecoin,DOGE,EUR,bittrex,1745717.0,green
dogecoin,DOGE,USDT,probit_kr,3652022.0,green
eos,EOS,USDT,binance,443148445.0,green
eos,EOS,USD,bitfinex,41495067.0,green
eos,EOS,JPY,bitfinex,2216272.0,green
eos,EOS,EUR,bitfinex,3686953.0,green
eos,EOS,GBP,bitfinex,2066353.0,green
eos,EOS,BTC,bitcoin_com,26780090.0,green
eos,EOS,BTC,changelly,26479622.0,green
eos,EOS,BTC,hitbtc,26583664.0,green
eos,EOS,USDT,lbank,36218386.0,green
eos,EOS,USDT,hitbtc,154751376.0,green
eos,EOS,USD,bitcoin_com,156363468.0,green
eos,EOS,USDT,wootrade,7221692.0,green
eos,EOS,USDT,changelly,155150887.0,green
eos,EOS,USD,gdax,80456598.0,green
eos,EOS,USDT,whitebit,28241707.0,green
eos,EOS,BTC,bitfinex,7631297.0,green
eos,EOS,USDT,okex,117071754.0,green
eos,EOS,USDT,aex,61351435.0,green
eos,EOS,BTC,hoo,457973591.0,green
eos,EOS,USDT,bkex,126583832.0,green
eos,EOS,USDT,vcc,2794051.0,green
eos,EOS,USDT,gate,30147167.0,green
eos,EOS,ETH,bitcoin_com,3748306.0,green
eos,EOS,ETH,hitbtc,3748306.0,green
eos,EOS,ETH,changelly,3726755.0,green
eos,EOS,USDT,mxc,10744364.0,green
eos,EOS,USDT,digifinex,44136486.0,green
eos,EOS,USDT,coinsbit,43335893.0,green
eos,EOS,EUR,gdax,9779735.0,green
eos,EOS,USDT,idcm,149242745.0,green
eos,EOS,USDT,zbg,16548781.0,green
eos,EOS,USDT,zb,56200228.0,green
eos,EOS,BTC,binance,47770817.0,green
eos,EOS,USD,etorox,2479546.0,green
eos,EOS,QC,zb,82682662.0,green
eos,EOS,USD,kraken,15779101.0,green
eos,EOS,BUSD,binance,40577166.0,green
eos,EOS,BTC,digifinex,7834783.0,green
eos,EOS,USDT,bitrue,98254763.0,green
eos,EOS,USDT,crypto_com,4048542.0,green
eos,EOS,EUR,kraken,7175614.0,green
eos,EOS,BTC,coinsbit,6259751.0,green
eos,EOS,BTC,vcc,1684939.0,green
eos,EOS,BTC,decoin,4756333.0,green
eos,EOS,USDT,bigone,26534082.0,green
eos,EOS,BTC,crypto_com,2200275.0,green
eos,EOS,USDT,biki,5890746.0,green
eos,EOS,USDT,kucoin,23301040.0,green
eos,EOS,USDT,bibox,47485219.0,green
eos,EOS,USDT,coinbene,31497835.0,green
eos,EOS,USDT,coineal,2513733.0,green
eos,EOS,USDT,cointiger,32799837.0,green
eos,EOS,BTC,okex,17605899.0,green
eos,EOS,USDT,bitmart,14615113.0,green
eos,EOS,USDT,bitmax,3443994.0,green
eos,EOS,UST,bitfinex,7544415.0,green
eos,EOS,ETH,bitfinex,7764714.0,green
eos,EOS,XRP,bitrue,1988365.0,green
eos,EOS,USDT,aax,5936490.0,green
eos,EOS,USD,binance_us,21463137.0,green
eos,EOS,USDT,hotbit,83190.0,green
eos,EOS,USDT,phemex,5218135.0,green
eos,EOS,USDT,b2bx,106177.0,green
eos,EOS,BTC,coineal,1844723.0,green
eos,EOS,USDT,btcturk,3428898.0,green
eos,EOS,USD,okcoin,1260315.0,green
eos,EOS,USDT,dcoin,21425000.0,green
eos,EOS,USDT,kraken,2965835.0,green
eos,EOS,ETH,coinsbit,48677.0,green
eos,EOS,ETH,bitmart,21912680.0,green
eos,EOS,BTC,bitmart,20994482.0,green
eos,EOS,ETH,binance,4696641.0,green
eos,EOS,ETH,kraken,1441043.0,green
eos,EOS,BTC,bitrue,7812712.0,green
eos,EOS,USDT,bybit_spot,4878736.0,green
eos,EOS,BTC,gdax,3581465.0,green
eos,EOS,USDT,coinex,4246119.0,green
eos,EOS,USDT,decoin,183998.0,green
eos,EOS,USDC,binance,3410801.0,green
eos,EOS,BTC,kucoin,1601796.0,green
eos,EOS,TRY,binance,7988788.0,green
eos,EOS,BTC,coinbene,7610749.0,green
eos,EOS,USDT,latoken,18197797.0,green
eos,EOS,ETH,dcoin,6770566.0,green
eos,EOS,BTC,aax,54457.0,green
eos,EOS,USDT,bit_z,7334337.0,green
eos,EOS,USDT,xt,6988933.0,green
eos,EOS,USDT,bitforex,13309560.0,green
eos,EOS,USDK,okex,1045919.0,green
eos,EOS,BNB,binance,2157196.0,green
eos,EOS,ETH,bibox,1730360.0,green
eos,EOS,USD,exmo,799862.0,green
eos,EOS,BTC,bibox,2578594.0,green
eos,EOS,ETH,okex,1748347.0,green
eos,EOS,USDT,virgox,601090.0,green
eos,EOS,USD,exrates,357790.0,green
eos,EOS,BUSD,binance_us,3317605.0,green
eos,EOS,BTC,poloniex,1257689.0,green
eos,EOS,ETH,digifinex,820492.0,green
eos,EOS,USDT,poloniex,2102147.0,green
cardano,ADA,USDT,binance,2488539980.0,green
cardano,ADA,USD,gdax,817239365.0,green
cardano,ADA,USDT,digifinex,160604318.0,green
cardano,ADA,KRW,upbit,620525716.0,green
cardano,ADA,USDT,wootrade,17435150.0,green
cardano,ADA,USDT,vcc,4169516.0,green
cardano,ADA,USDT,mxc,15230044.0,green
cardano,ADA,USDT,huobi,579692853.0,green
cardano,ADA,USD,bitfinex,83000067.0,green
cardano,ADA,BTC,binance,434351343.0,green
cardano,ADA,BUSD,binance,438440375.0,green
cardano,ADA,BTC,bitcoin_com,27311926.0,green
cardano,ADA,USD,bitcoin_com,81155198.0,green
cardano,ADA,BTC,hitbtc,27312994.0,green
cardano,ADA,BTC,changelly,27168424.0,green
cardano,ADA,USDT,hitbtc,80701825.0,green
cardano,ADA,USDT,changelly,80011033.0,green
cardano,ADA,USD,kraken,201252791.0,green
cardano,ADA,CRO,crypto_com,1567625.0,green
cardano,ADA,USD,binance_us,226760515.0,green
cardano,ADA,XRP,bitrue,338539619.0,green
cardano,ADA,USDT,bkex,370430508.0,green
cardano,ADA,TRY,btcturk,62879415.0,green
cardano,ADA,USDT,bitrue,376454574.0,green
cardano,ADA,EUR,kraken,98673808.0,green
cardano,ADA,USDT,dextrade,9409444.0,green
cardano,ADA,ETH,bitcoin_com,543589.0,green
cardano,ADA,ETH,hitbtc,543714.0,green
cardano,ADA,USDT,okex,194763196.0,green
cardano,ADA,USD,etorox,44428256.0,green
cardano,ADA,USDT,kucoin,223250944.0,green
cardano,ADA,USDT,crypto_com,79450651.0,green
cardano,ADA,USDT,phemex,40135058.0,green
cardano,ADA,EUR,gdax,68860463.0,green
cardano,ADA,KRW,bithumb,133588077.0,green
cardano,ADA,BTC,vcc,3147649.0,green
cardano,ADA,EUR,b2bx,869459.0,green
cardano,ADA,USDT,hotbit,912960.0,green
cardano,ADA,USDT,zb,120283781.0,green
cardano,ADA,UST,bitfinex,20637955.0,green
cardano,ADA,USDT,gate,45751613.0,green
cardano,ADA,USDT,binance_us,75598346.0,green
cardano,ADA,USD,bittrex,22099320.0,green
cardano,ADA,EUR,binance,97045743.0,green
cardano,ADA,BTC,crypto_com,66077653.0,green
cardano,ADA,BTC,bittrex,24146892.0,green
cardano,ADA,USDT,bittrex,14826198.0,green
cardano,ADA,USDC,gdax,55487446.0,green
cardano,ADA,BTC,gdax,51732703.0,green
cardano,ADA,USDT,kraken,26829520.0,green
cardano,ADA,ETH,binance,51072674.0,green
cardano,ADA,GBP,gdax,43731329.0,green
cardano,ADA,BTC,bitrue,197365795.0,green
cardano,ADA,USDC,binance,51031709.0,green
cardano,ADA,BTC,kucoin,16928543.0,green
cardano,ADA,USDT,bit_z,96753543.0,green
cardano,ADA,USDT,zbg,35614845.0,green
cardano,ADA,USDT,dcoin,95959139.0,green
cardano,ADA,ETH,bittrex,10632060.0,green
cardano,ADA,USDT,aax,13629753.0,green
cardano,ADA,ETH,vcc,3304423.0,green
cardano,ADA,BTC,binance_us,22453567.0,green
cardano,ADA,USDT,latoken,92775050.0,green
cardano,ADA,BNB,binance,26345204.0,green
cardano,ADA,TRY,bitexen,74827312.0,green
cardano,ADA,USDT,coinex,25818105.0,green
cardano,ADA,BTC,bitfinex,15116311.0,green
cardano,ADA,BTC,okex,31431767.0,green
cardano,ADA,USDT,coinbene,8057316.0,green
cardano,ADA,ETH,kraken,11883830.0,green
cardano,ADA,USD,cex,17707647.0,green
cardano,ADA,USDT,cointiger,42572530.0,green
cardano,ADA,USDC,crypto_com,4939174.0,green
cardano,ADA,BTC,latoken,20665265.0,green
cardano,ADA,TRY,binance,31032041.0,green
cardano,ADA,USDT,btcturk,24418851.0,green
cardano,ADA,USDT,xt,18939185.0,green
cardano,ADA,AUD,binance,21861573.0,green
cardano,ADA,USDT,bitmart,5205674.0,green
cardano,ADA,ETH,gdax,24006916.0,green
cardano,ADA,BTC,xt,4180299.0,green
cardano,ADA,QC,zb,12103692.0,green
cardano,ADA,GBP,kraken,9799047.0,green
cardano,ADA,GBP,binance,18848546.0,green
cardano,ADA,USDT,bitmax,7905858.0,green
cardano,ADA,BRL,binance,16260364.0,green
cardano,ADA,USDT,bitforex,31810858.0,green
cardano,ADA,BTC,decoin,6022870.0,green
cardano,ADA,USDT,bw,33330190.0,green
cardano,ADA,USDT,biki,2536886.0,green
cardano,ADA,USD,exmo,3571487.0,green
cardano,ADA,EUR,bittrex,5425229.0,green
cardano,ADA,BTC,dextrade,2404832.0,green
cardano,ADA,USDT,bithumb_global,31129518.0,green
cardano,ADA,USDT,cex,6153076.0,green
cardano,ADA,AUD,independent_reserve,936864.0,green
cardano,ADA,ETH,okex,1741137.0,green
cardano,ADA,TRY,paribu,16252418.0,green
cardano,ADA,SGD,independent_reserve,939700.0,green
cardano,ADA,RUB,binance,3272806.0,green
chiliz,CHZ,USDT,binance,230531633.0,green
chiliz,CHZ,USDT,hitbtc,12566628.0,green
chiliz,CHZ,USD,bitcoin_com,12537037.0,green
chiliz,CHZ,BTC,hitbtc,2027149.0,green
chiliz,CHZ,BTC,changelly,2028283.0,green
chiliz,CHZ,BTC,bitcoin_com,2035386.0,green
chiliz,CHZ,KRW,upbit,95751398.0,green
chiliz,CHZ,USDT,okex,96846528.0,green
chiliz,CHZ,USDT,whitebit,24924600.0,green
chiliz,CHZ,USDT,digifinex,15452142.0,green
chiliz,CHZ,BTC,binance,28745707.0,green
chiliz,CHZ,ETH,hitbtc,48640.0,green
chiliz,CHZ,TRY,binance,43982196.0,green
chiliz,CHZ,USDT,crypto_com,3158571.0,green
chiliz,CHZ,USD,gdax,15848584.0,green
chiliz,CHZ,USDT,mxc,2367240.0,green
chiliz,CHZ,USDT,gate,2927607.0,green
chiliz,CHZ,TRY,btcturk,11210941.0,green
chiliz,CHZ,BUSD,binance,18619020.0,green
chiliz,CHZ,TRY,paribu,29126976.0,green
chiliz,CHZ,BNB,binance,5504075.0,green
chiliz,CHZ,USDT,huobi,26010447.0,green
chiliz,CHZ,EUR,kraken,917685.0,green
chiliz,CHZ,USD,ftx_spot,3913321.0,green
chiliz,CHZ,USDT,phemex,11435831.0,green
chiliz,CHZ,USDT,kucoin,3152726.0,green
chiliz,CHZ,USD,kraken,1691600.0,green
chiliz,CHZ,KRW,bithumb,3823565.0,green
chiliz,CHZ,USDT,emirex,509468.0,green
chiliz,CHZ,EUR,binance,4362954.0,green
chiliz,CHZ,USDT,bitmart,9977675.0,green
chiliz,CHZ,EUR,gdax,1375312.0,green
chiliz,CHZ,USDT,hotbit,87078.0,green
chiliz,CHZ,USDT,aax,599889.0,green
chiliz,CHZ,USDT,bkex,4719316.0,green
chiliz,CHZ,BTC,okex,3311244.0,green
chiliz,CHZ,BRL,binance,3380344.0,green
chiliz,CHZ,GBP,gdax,892260.0,green
chiliz,CHZ,USDT,bitrue,1212875.0,green
chiliz,CHZ,USD,bitfinex,296882.0,green
chiliz,CHZ,USDT,cointiger,1478188.0,green
chiliz,CHZ,USDT,coinex,739833.0,green
chiliz,CHZ,USDT,gdax,1289494.0,green
chiliz,CHZ,BTC,whitebit,8206417.0,green
chiliz,CHZ,BRL,mercado_bitcoin,2748568.0,green
chiliz,CHZ,USDT,bibox,5118707.0,green
chiliz,CHZ,USDT,xt,1597815.0,green
chiliz,CHZ,USDT,hoo,1367046.0,green
chiliz,CHZ,BTC,bitget,193267.0,green
chiliz,CHZ,GBP,binance,886093.0,green
chiliz,CHZ,USDT,latoken,8187645.0,green
chiliz,CHZ,USDT,ftx_spot,928514.0,green
chiliz,CHZ,USDT,btcturk,3198257.0,green
chiliz,CHZ,BTC,kucoin,490524.0,green
chiliz,CHZ-ECD,BNB,binance_dex,141761.0,green
chiliz,CHZ,UST,bitfinex,699180.0,green
chiliz,CHZ,USDT,exmarkets,2523011.0,green
chiliz,CHZ,USDT,zb,199343.0,green
chiliz,CHZ,INR,bitbns,384610.0,green
chiliz,CHZ,QC,zb,221800.0,green
chiliz,CHZ,USDT,bitget,93273.0,green
chiliz,CHZ,USDT,bitmax,219494.0,green
chiliz,CHZ,USDT,bigone,486668.0,green
chiliz,CHZ,EUR,bitpanda,126337.0,green
chiliz,CHZ,BTC,exmarkets,702049.0,green
chiliz,CHZ,PLN,bitbay,202243.0,green
chiliz,CHZ,USDT,wazirx,58382.0,green
chiliz,CHZ,USDT,lbank,110726.0,green
chiliz,CHZ,BRL,novadax,241221.0,green
juventus-fan-token,JUV,CHZ,chiliz,262811.0,green
chiliz,CHZ,USDT,novadax,24319.0,green
chiliz,CHZ,BTC,upbit,211938.0,green
chiliz,CHZ,TRY,narkasa,10112.74,green
chiliz,CHZ,INR,coindcx,26600.0,green
chiliz,0X3506424F91FD33084466F402D5D97F05F8E3B4AF,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,uniswap_v2,12322.48,green
chiliz,CHZ,USDT,probit,147786.0,green
chiliz,CHZ,KRW,probit_kr,140399.0,green
chiliz,CHZ,USDT,narkasa,10383.78,green
chiliz,CHZ,BTC,probit,107719.0,green
chiliz,CHZ,BTC,bithumb,15301.8,green
chiliz,CHZ,KRW,dove_wallet,4109.21,green
chiliz,CHZ,GBP,dove_wallet,2277.36,green
chiliz,CHZ,EUR,dove_wallet,5445.89,green
chiliz,CHZ,USDT,dove_wallet,100.81,green
chiliz,CHZ,USDT,wootrade,29192.0,yellow
chiliz,CHZ,ETH,changelly,48472.0,yellow
chiliz,CHZ,USDT,nami_exchange,2581392.0,yellow
chiliz,CHZ,VNDC,nami_exchange,1936584.0,yellow
chiliz,CHZ,USDT,hbtc,1817820.0,yellow
chiliz,CHZ,USDT,chiliz,1817560.0,yellow
manchester-city-fan-token,MCITY,CHZ,chiliz,1302454.0,yellow
paris-saint-germain-fan-token,PSG,CHZ,chiliz,2278602.0,yellow
fc-barcelona-fan-token,BAR,CHZ,chiliz,952445.0,yellow
atletico-madrid,ATM,CHZ,chiliz,853509.0,yellow
og-fan-token,OG,CHZ,chiliz,671807.0,yellow
chiliz,CHZ,BTC,exmo,30427.0,yellow
argentine-football-association-fan-token,ARG,CHZ,chiliz,217397.0,yellow
goztepe-s-k-fan-token,GOZ,CHZ,chiliz,143993.0,yellow
galatasaray-fan-token,GAL,CHZ,chiliz,873936.0,yellow
as-roma-fan-token,ASR,CHZ,chiliz,749770.0,yellow
tether,UST,USD,bitfinex,198017591.0,green
binance-usd,BUSD,USDT,binance,2749926513.0,green
bitcoin,BTC,USDT,binance,6006737159.0,green
binance-usd,BUSD,USDT,vcc,12145107.0,green
bitcoin,BTC,USDT,ftx_us,26534914.0,green
ethereum,ETH,USDT,binance,4374710104.0,green
solana,SOL,USDT,binance,4255532937.0,green
tether,USDT,USD,kraken,277455462.0,green
tether,USDT,USD,ftx_spot,321068361.0,green
ethereum,ETH,USDT,ftx_us,29844792.0,green
bitcoin,BTC,USDT,huobi,2521883805.0,green
bitcoin,BTC,USDT,crypto_com,2663928796.0,green
bitcoin,BTC,USDT,ftx_spot,208030346.0,green
cardano,ADA,USDT,binance,2491967170.0,green
bitcoin,BTC,USDT,vcc,16349687.0,green
ethereum,ETH,USDT,topbtc,94395042.0,green
ethereum,ETH,USDT,citex,2942513565.0,green
ethereum,ETH,USDT,digifinex,470107896.0,green
bitcoin,BTC,USDT,digifinex,461877624.0,green
bitcoin,BTC,USDT,okex,1824818184.0,green
binancecoin,BNB,USDT,binance,1484047271.0,green
ripple,XRP,USDT,binance,1551535903.0,green
bitcoin,BTC,USDT,zb,1939420635.0,green
usd-coin,USDC,USDT,latoken,12270734.0,green
usd-coin,USDC,USDT,binance,318943532.0,green
bitcoin,BTC,USDT,changelly,1179701499.0,green
ripple,XRP,USDT,dextrade,49789528.0,green
bitcoin,BTC,USDT,hitbtc,1165802621.0,green
solana,SOL,USDT,okex,1797480876.0,green
fantom,FTM,USDT,binance,1799069042.0,green
ethereum,ETH,USDT,huobi,2903680145.0,green
ethereum,ETH,USDT,dextrade,49338193.0,green
qtum,QTUM,USDT,lbank,3224982.0,green
bitcoin,BTC,USDT,wootrade,177987503.0,green
ethereum,ETH,USDT,wootrade,227736313.0,green
polkadot,DOT,USDT,binance,1231555073.0,green
filecoin,FIL,USDT,binance,1242555158.0,green
binance-usd,BUSD,USDT,mxc,1307496.0,green
ethereum,ETH,USDT,okex,1051511124.0,green
bitcoin,BTC,USDT,dextrade,91808576.0,green
dogecoin,DOGE,USDT,binance,1118832433.0,green
bitcoin,BTC,USDT,whitebit,690346135.0,green
usd-coin,USDC,USDT,mxc,1352743.0,green
bitcoin,BTC,USDT,lbank,1353285244.0,green
ethereum,ETH,USDT,vcc,16973865.0,green
bitcoin,BTC,USDT,cryptology,1056614.0,green
bitcoin,BTC,USDT,coinsbit,805387811.0,green
ftx-token,FTT,USDT,binance,1030711855.0,green
bitcoin,BTC,UST,bitfinex,150412146.0,green
solana,SOL,USDT,wootrade,49339686.0,green
binancecoin,BNB,USDT,hitbtc,2673977.0,green
cardano,ADA,USDT,digifinex,160604318.0,green
ethereum,ETH,UST,bitfinex,50109960.0,green
tether,USDT,TRY,binance,210937267.0,green
ethereum,ETH,USDT,lbank,1140338279.0,green
ethereum,ETH,USDT,biki,339331180.0,green
bitcoin-cash,BCH,USDT,ftx_us,12122830.0,green
tether,USDT,USD,binance_us,155202004.0,green
ethereum,ETH,USDT,crypto_com,649727183.0,green
filecoin,FIL,USDT,huobi,1277487650.0,green
ripple,XRP,USDT,ftx_spot,29378248.0,green
chainlink,LINK,USDT,binance,685603806.0,green
bitcoin,BTC,USDT,bkex,505813496.0,green
matic-network,MATIC,USDT,binance,812633485.0,green
ethereum,ETH,USDT,bkex,725906548.0,green
cardano,ADA,USDT,wootrade,17435150.0,green
ripple,XRP,USDT,wootrade,21697104.0,green
ethereum,ETH,USDT,hitbtc,450859020.0,green
bitcoin,BTC,USDT,bit_z,285457885.0,green
ethereum,ETH,USDT,whitebit,458330832.0,green
solana,SOL,USDT,digifinex,341291427.0,green
solana,SOL,USDT,vcc,7652300.0,green
bitcoin,BTC,USDT,kucoin,600344539.0,green
ethereum,ETH,USDT,changelly,450718726.0,green
cardano,ADA,USDT,vcc,4169516.0,green
ethereum-classic,ETC,USDT,binance,535857941.0,green
tether,USDT,TRY,btcturk,83484625.0,green
near,NEAR,USDT,binance,545974616.0,green
tether,USDT,EUR,kraken,88473193.0,green
cardano,ADA,USDT,mxc,15230044.0,green
binance-usd,0XE9E7CEA3DEDCA5984780BAFC599BD69ADD087D56,USDT,pancakeswap,37579970.0,green
theta-token,THETA,USDT,binance,548136858.0,green
wbnb,0XBB4CDB9CBD36B01BD1CBAEBF2DE08D9173BC095C,USDT,pancakeswap,194030002.0,green
cardano,ADA,USDT,huobi,579692853.0,green
ethereum,ETH,USDT,kucoin,446616581.0,green
axie-infinity,AXS,USDT,binance,354168567.0,green
ripple,XRP,USDT,digifinex,99587308.0,green
ftx-token,FTT,USDT,hitbtc,150229285.0,green
ethereum,ETH,USDT,bigone,155273491.0,green
solana,SOL,USDT,huobi,794497412.0,green
eos,EOS,USDT,binance,443148445.0,green
binancecoin,BNB,USDT,wootrade,44071485.0,green
bitcoin,BTC,USDT,phemex,491901526.0,green
bitcoin-cash,BCH,USDT,lbank,138624245.0,green
bitcoin,BTC,USDT,b2bx,2001636.0,green
dogecoin,DOGE,USDT,wootrade,32655587.0,green
dogecoin,DOGE,USDT,b2bx,9007724.0,green
terra-luna,LUNA,USDT,binance,401517297.0,green
ripple,XRP,USDT,bitrue,600071711.0,green
ethereum,ETH,USDT,alterdice,14998802.0,green
polkadot,DOT,USDT,binance,1231555073.0,green
polkadot,DOT,USDT,digifinex,93106549.0,green
polkadot,DOT,USD,bitfinex,55580605.0,green
polkadot,DOT,USDT,wootrade,25638669.0,green
polkadot,DOT,USDT,okex,358213148.0,green
polkadot,DOT,USD,gdax,190710840.0,green
polkadot,DOT,USDT,changelly,3004470.0,green
polkadot,DOT,USDT,vcc,2528002.0,green
polkadot,DOT,USD,bitcoin_com,2999315.0,green
polkadot,DOT,USDT,hitbtc,3008428.0,green
polkadot,DOT,USDT,mxc,8889221.0,green
polkadot,DOT,USDT,huobi,622996422.0,green
polkadot,DOT,USD,kraken,95704171.0,green
polkadot,DOT,BTC,changelly,1381294.0,green
polkadot,DOT,USDT,gate,45690857.0,green
polkadot,DOT,BUSD,binance,171054650.0,green
polkadot,DOT,BTC,hitbtc,1380102.0,green
polkadot,DOT,BTC,binance,154675357.0,green
polkadot,DOT,EUR,kraken,52952432.0,green
polkadot,DOT,SGD,tokenize,274895.0,green
polkadot,DOT,USDT,crypto_com,62585688.0,green
polkadot,DOT,UST,bitfinex,25744964.0,green
polkadot,DOT,TRY,btcturk,17351012.0,green
polkadot,DOT,KRW,bithumb,97156474.0,green
polkadot,DOT,BTC,decoin,4196520.0,green
polkadot,DOT,USDT,coineal,8130369.0,green
polkadot,DOT,BTC,mxc,918319.0,green
polkadot,DOT,USDT,bit_z,65308440.0,green
polkadot,DOT,USDT,bibox,107438352.0,green
polkadot,DOT,BTC,whitebit,5452930.0,green
polkadot,DOT,BTC,okex,77387447.0,green
polkadot,DOT,BTC,bitfinex,28918097.0,green
polkadot,DOT,EUR,gdax,14230973.0,green
polkadot,DOT,USDT,aex,36666975.0,green
polkadot,DOT,USD,btse,933256.0,green
polkadot,DOT,USDT,zb,2224155.0,green
polkadot,DOT,USDT,kucoin,77037377.0,green
polkadot,DOT,BTC,vcc,3449627.0,green
polkadot,DOT,USDT,hotbit,10634376.0,green
polkadot,DOT,USDT,coinbene,15296160.0,green
polkadot,DOT,USDT,zbg,657096.0,green
polkadot,DOT,BTC,crypto_com,4101253.0,green
polkadot,DOT,BNB,binance,28383748.0,green
polkadot,DOT,USDT,cointiger,47346193.0,green
polkadot,DOT,BTC,gdax,13695247.0,green
polkadot,DOT,USDC,crypto_com,3261950.0,green
polkadot,DOT,USDT,kraken,12184995.0,green
polkadot,DOT,ETH,kraken,4548729.0,green
polkadot,DOT,USDT,bkex,21295388.0,green
polkadot,DOT,BTC,coineal,4196089.0,green
polkadot,DOT,USDT,bitrue,9186863.0,green
polkadot,DOT,USDT,gdax,11928064.0,green
polkadot,DOT,USDT,bitmart,37025920.0,green
polkadot,DOT,CRO,crypto_com,181509.0,green
polkadot,DOT,USDT,xt,7872005.0,green
polkadot,DOT,GBP,gdax,5953169.0,green
polkadot,DOT,TRY,bitexen,34851926.0,green
polkadot,DOT,IDR,indodax,1575540.0,green
polkadot,DOT,USDT,latoken,44464156.0,green
polkadot,DOT,ETH,okex,1299155.0,green
polkadot,DOT,USDT,whitebit,5944995.0,green
polkadot,DOT,USDT,btcturk,6700097.0,green
polkadot,DOT,USD,cex,6591096.0,green
polkadot,DOT,TRY,binance,11520066.0,green
polkadot,DOT,BTC,kucoin,4038475.0,green
polkadot,DOT,USDT,coinex,6253954.0,green
polkadot,DOT,USDT,bitmax,6650339.0,green
polkadot,DOT,QC,zb,6031823.0,green
polkadot,DOT,USDT,aax,5690322.0,green
polkadot,DOT,USDT,poloniex,10508128.0,green
polkadot,DOT,KRW,coinone,5306827.0,green
polkadot,DOT,BTC,dextrade,107018.0,green
polkadot,DOT,QC,zbg,1800456.0,green
polkadot,DOT,BTC,bitrue,17017318.0,green
polkadot,DOT,GBP,kraken,2452449.0,green
polkadot,DOT,USDT,bittrex,2498696.0,green
polkadot,DOT,USDT,bybit_spot,2949003.0,green
polkadot,DOT,BTC,bittrex,1716325.0,green
